ENTIDAD,ACREDITADO 2/,ACREEDOR 3/,TIPO DE OBLIGACIÓN 4/,FECHA DE FIRMA 5/,FECHA DE INSCRIPCIÓN 6/,MONTO ORIGINAL CONTRATADO 7/,SALDO AL 30 DE JUNIO DE 2015 8/,PLAZO PACTADO (MESES) 9/,FUENTE O GARANTÍA DE PAGO 10/,DESTINO 11/
NUEVO LEÓN,CIÉNEGA DE FLORES,BANOBRAS,CRÉDITO SIMPLE,12/23/2013,02/04/2014,8540000,2809922.65,60,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
BAJA CALIFORNIA SUR,MULEGÉ,FINANCIERA LOCAL,CRÉDITO SIMPLE,12/22/2012,02/05/2014,20000000,11929809.3,65,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
HIDALGO,ALMOLOYA,INSTITUTO PARA EL FINANCIAMIENTO DEL ESTADO DE HIDALGO,CRÉDITO SIMPLE,01/14/2014,02/10/2014,2934568.31,1315496.31,29,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
HIDALGO,TLAHUELILPAN,INSTITUTO PARA EL FINANCIAMIENTO DEL ESTADO DE HIDALGO,CRÉDITO SIMPLE,12/19/2013,02/10/2014,3940350,1766363.92,29,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
HIDALGO,MINERAL DE LA REFORMA,INSTITUTO PARA EL FINANCIAMIENTO DEL ESTADO DE HIDALGO,CRÉDITO SIMPLE,01/14/2014,02/10/2014,48302759.75,21652961.35,29,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
HIDALGO,TLANALAPA,INSTITUTO PARA EL FINANCIAMIENTO DEL ESTADO DE HIDALGO,CRÉDITO SIMPLE,12/19/2013,02/10/2014,2210770.65,991035.13,29,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
HIDALGO,INSTITUTO PARA EL FINANCIAMIENTO DEL ESTADO DE HIDALGO,BANAMEX,CRÉDITO SIMPLE,01/14/2014,02/10/2014,57388448.71,25725856.71,29,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
COLIMA,VILLA DE ÁLVAREZ,BANOBRAS,CRÉDITO SIMPLE,01/23/2014,02/11/2014,50000000,47687861.28,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,SAN JUANITO DE ESCOBEDO,BANOBRAS,CRÉDITO SIMPLE,12/23/2013,02/11/2014,19400000,17801637.96,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TEQUILA,BANOBRAS,CRÉDITO SIMPLE,12/27/2013,02/11/2014,80000000,76432420.9,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,JOCOTEPEC,BANOBRAS,CRÉDITO SIMPLE,12/20/2013,02/13/2014,59350000,53385057.24,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,ORGANISMO DE AGUA DE HERMOSILLO,BANSI,CRÉDITO SIMPLE,12/17/2013,02/17/2014,330000000,330000000,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TALPA DE ALLENDE,BANOBRAS,CRÉDITO SIMPLE,12/30/2013,02/20/2014,1500000,1249999.98,60,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MORELOS,GOBIERNO DEL ESTADO,HSBC,CRÉDITO SIMPLE,02/05/2014,02/20/2014,600000000,589066204,144,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SINALOA,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,12/30/2013,02/25/2014,93077239,0,240,PARTICIPACIONES FEDERALES/BONO CUPÓN CERO FEDERAL,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,HUEJUCAR,BANOBRAS,CRÉDITO SIMPLE,12/18/2013,03/04/2014,10000000,8717948.65,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
PUEBLA,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,12/31/2013,03/04/2014,300000000,0,240,PARTICIPACIONES FEDERALES/BONO CUPÓN CERO FEDERAL,INVERSIÓN PÚBLICA PRODUCTIVA
NUEVO LEÓN,GUADALUPE,AFIRME,CRÉDITO SIMPLE,12/13/2012,03/05/2014,61106660.74,50922218,60,INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
CAMPECHE,CALKINI,BANOBRAS,CRÉDITO SIMPLE,02/18/2014,03/07/2014,16564999.93,2345439.41,15,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,DELICIAS,"ORGANIKA OPERADORA DE RESIDUOS SÓLIDOS, S.A. DE C.V.",PROYECTO DE PRESTACIÓN DE SERVICIOS,10/02/2012,03/11/2014,383081107.4,0,216,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,ZAPOPAN,"ORGANIKA OPERADORA DE RESIDUOS SÓLIDOS, S.A. DE C.V.",PROYECTO DE PRESTACIÓN DE SERVICIOS,10/02/2012,03/11/2014,11778750,0,216,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,MEOQUI,"ORGANIKA OPERADORA DE RESIDUOS SÓLIDOS, S.A. DE C.V.",PROYECTO DE PRESTACIÓN DE SERVICIOS,10/02/2012,03/11/2014,123281247,0,216,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,ROSALES,"ORGANIKA OPERADORA DE RESIDUOS SÓLIDOS, S.A. DE C.V.",PROYECTO DE PRESTACIÓN DE SERVICIOS,10/02/2012,03/11/2014,46681357.4,0,216,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,SAUCILLO,"ORGANIKA OPERADORA DE RESIDUOS SÓLIDOS, S.A. DE C.V.",PROYECTO DE PRESTACIÓN DE SERVICIOS,10/02/2012,03/11/2014,76766025.4,0,216,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SAN LUIS POTOSÍ,"ORGANISMO INTERMUNICIPAL METROPOLITANO DE AGUA POTABLE, ALCANTARILLADO, SANEAMIENTO Y SERVICIOS CONEXOS DE LOS MUNICIPIOS DE CERRO DE SAN PEDRO, SAN LUIS POTOSI Y SOLEDAD DE GRACIANO SANCHEZ",BANORTE,CRÉDITO EN CUENTA CORRIENTE ,03/03/2014,03/11/2014,10219144,0,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SAN LUIS POTOSÍ,"ORGANISMO INTERMUNICIPAL METROPOLITANO DE AGUA POTABLE, ALCANTARILLADO, SANEAMIENTO Y SERVICIOS CONEXOS DE LOS MUNICIPIOS DE CERRO DE SAN PEDRO, SAN LUIS POTOSI Y SOLEDAD DE GRACIANO SANCHEZ",BANORTE,CRÉDITO EN CUENTA CORRIENTE ,03/10/2014,03/11/2014,42133251,0,144,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NUEVO LEÓN,GENERAL TERÁN,BANOBRAS,CRÉDITO SIMPLE,12/30/2013,03/13/2014,3346845,3077558.64,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
QUINTANA ROO,SOLIDARIDAD,INTERACCIONES,CRÉDITO SIMPLE,02/26/2014,03/13/2014,780000000,773513152,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
TAMAULIPAS,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,02/28/2014,03/14/2014,250802462,207574938.37,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,CHAPALA,BANOBRAS,CRÉDITO SIMPLE,01/27/2014,03/14/2014,10000000,8703703.67,60,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,RIVA PALACIO,BANOBRAS,CRÉDITO SIMPLE,02/18/2014,03/14/2014,1000000,571428.52,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,MATACHÍ,BANOBRAS,CRÉDITO SIMPLE,02/17/2014,03/14/2014,1000000,571428.52,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
COLIMA,MANZANILLO,BANOBRAS,CRÉDITO SIMPLE,12/26/2013,03/20/2014,62654741.79,53365353.86,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CAMPECHE,ESCÁRCEGA,BANOBRAS,CRÉDITO SIMPLE,02/28/2014,03/25/2014,24957999.59,3520869.2,15,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,AHUMADA,BANOBRAS,CRÉDITO SIMPLE,02/13/2014,03/25/2014,3000000,1714285.68,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NUEVO LEÓN,GENERAL TERÁN,BANOBRAS,CRÉDITO SIMPLE,03/19/2014,04/02/2014,3722999.36,995135.65,19,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
QUINTANA ROO,LÁZARO CÁRDENAS,BANOBRAS,CRÉDITO SIMPLE,03/14/2014,04/02/2014,16511399.65,7869531.51,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,URUACHI,BANOBRAS,CRÉDITO SIMPLE,02/18/2014,04/04/2014,3000000,1714285.68,30,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,BANSI,CRÉDITO SIMPLE,01/21/2014,04/04/2014,190000000,188950000,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,BANSI,CRÉDITO SIMPLE,01/21/2014,04/04/2014,273000000,272150000,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,ZAPOPAN,BANORTE,CRÉDITO SIMPLE,03/14/2014,04/09/2014,1237000000,1091533910.8868,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,BATOPILAS,BANOBRAS,CRÉDITO SIMPLE,02/17/2014,04/10/2014,3000000,1714285.68,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
QUINTANA ROO,OTHÓN P. BLANCO,BANOBRAS,CRÉDITO SIMPLE,03/14/2014,04/14/2014,77499999.68,41534444.92,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
GUANAJUATO,LEÓN,BANOBRAS,CRÉDITO SIMPLE,03/18/2014,04/14/2014,540000000,536000000,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,CHIHUAHUA,BANOBRAS,CRÉDITO SIMPLE,03/28/2014,04/21/2014,150000000,104347826.09,24,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CAMPECHE,GOBIERNO DEL ESTADO,BANAMEX,CRÉDITO SIMPLE,04/14/2014,04/21/2014,537500000,532582243.09,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,GOBIERNO DEL ESTADO,BBVA BANCOMER,CRÉDITO SIMPLE,03/21/2014,04/24/2014,321666668,319462690.17,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,GOBIERNO DEL ESTADO,BBVA BANCOMER,CRÉDITO SIMPLE,03/21/2014,04/24/2014,325000000,322332374.9,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,GOBIERNO DEL ESTADO,BBVA BANCOMER,CRÉDITO SIMPLE,04/08/2014,04/24/2014,300000000,297537576.85,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,OCAMPO,BANOBRAS,CRÉDITO SIMPLE,03/26/2014,05/02/2014,5889999.4,3479749.54,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,GUACHOCHI,BANOBRAS,CRÉDITO SIMPLE,03/31/2014,05/02/2014,62335999.73,36800891.06,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,ALDAMA,BANOBRAS,CRÉDITO SIMPLE,03/28/2014,05/02/2014,1879999.53,1112231.28,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,JIMÉNEZ,BANOBRAS,CRÉDITO SIMPLE,03/26/2014,05/02/2014,5553999.3,3281244.2,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,GALEANA,BANOBRAS,CRÉDITO SIMPLE,03/28/2014,05/02/2014,895999.53,530084.57,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,NUEVO CASAS GRANDES,BANOBRAS,CRÉDITO SIMPLE,03/26/2014,05/02/2014,4713999.27,2788861,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,CARICHI,BANOBRAS,CRÉDITO SIMPLE,03/28/2014,05/02/2014,11381999.51,6724365.22,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,GUERRERO,BANOBRAS,CRÉDITO SIMPLE,03/26/2014,05/02/2014,13247000,7826187.85,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,MAGUARICHI,BANOBRAS,CRÉDITO SIMPLE,03/26/2014,05/02/2014,1567937.43,927611.43,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,PRAXEDIS G. GUERRERO,BANOBRAS,CRÉDITO SIMPLE,03/26/2014,05/02/2014,884999.87,523577.03,25,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,AGUA PRIETA,BANSI,CRÉDITO SIMPLE,04/24/2014,05/07/2014,70000000,69684000,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,AGUA PRIETA,BANSI,CRÉDITO SIMPLE,04/24/2014,05/07/2014,55968000,55714000,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,GUACHINANGO,BANOBRAS,CRÉDITO SIMPLE,03/27/2014,05/07/2014,815999.54,179982.92,14,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,VALLE DE CHALCO,BANOBRAS,CRÉDITO SIMPLE,04/08/2014,05/07/2014,100000000,99435165.29,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,JOQUICINGO,BANOBRAS,CRÉDITO SIMPLE,04/08/2014,05/07/2014,10000000,9818280.75,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,ACOLMAN,BANOBRAS,CRÉDITO SIMPLE,04/10/2014,05/07/2014,30000000,29454842.25,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,TEOLOYUCAN,BANOBRAS,CRÉDITO SIMPLE,04/10/2014,05/07/2014,20000000,19636561.49,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,VALLE DE BRAVO,BANOBRAS,CRÉDITO SIMPLE,04/10/2014,05/07/2014,50000000,49091403.74,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,JILOTEPEC,BANOBRAS,CRÉDITO SIMPLE,04/08/2014,05/07/2014,50000000,49091403.74,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,CHAPA DE MOTA,BANOBRAS,CRÉDITO SIMPLE,04/10/2014,05/07/2014,20000000,19636561.49,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,TULTEPEC,BANOBRAS,CRÉDITO SIMPLE,04/08/2014,05/07/2014,75000000,74576373.96,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,NEXTLALPAN,BANOBRAS,CRÉDITO SIMPLE,04/10/2014,05/07/2014,20000000,19636561.49,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,HERMOSILLO,INTERACCIONES,CRÉDITO EN CUENTA CORRIENTE ,04/04/2014,05/07/2014,80000000,39999999.8,20,INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
MORELOS,TOTOLAPÁN,BANOBRAS,CRÉDITO SIMPLE,04/30/2014,05/09/2014,3799998.83,992221.27,15,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
GUANAJUATO,LEÓN,BANAMEX,CRÉDITO SIMPLE,05/06/2014,05/13/2014,632000000,607923464.25,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
HIDALGO,TULANCINGO DE BRAVO,BANOBRAS,CRÉDITO SIMPLE,03/20/2014,05/13/2014,16662218,16377294.59,96,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,CUAUHTÉMOC,BANOBRAS,CRÉDITO SIMPLE,03/26/2014,05/15/2014,90000000,60000000,31,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,GÓMEZ FARÍAS,BANOBRAS,CRÉDITO SIMPLE,02/17/2014,05/19/2014,2000000,1142857.16,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
GUERRERO,ATOYAC DE ÁLVAREZ,FINANCIERA LOCAL,CRÉDITO SIMPLE,04/02/2014,05/20/2014,20000000,0,14,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,JUCHITLAN,BANOBRAS,CRÉDITO SIMPLE,03/19/2014,05/21/2014,7000000,6313725.5,60,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TEOCUITATLÁN DE CORONA,BANOBRAS,CRÉDITO SIMPLE,03/26/2014,05/21/2014,12300000,9547904.48,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,SATEVO,BANOBRAS,CRÉDITO SIMPLE,02/18/2014,05/22/2014,1000000,592592.56,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,UNIÓN DE SAN ANTONIO,BANOBRAS,CRÉDITO SIMPLE,04/07/2014,05/22/2014,32900000,31576436.78,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
NUEVO LEÓN,GOBIERNO DEL ESTADO,INTERACCIONES,CRÉDITO SIMPLE,05/15/2014,05/26/2014,2079000000,2721241666,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,BUENAVENTURA,BANOBRAS,CRÉDITO SIMPLE,02/17/2014,05/27/2014,10000000,5925925.93,31,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,ZAPOTLÁN EL GRANDE,BANOBRAS,CRÉDITO SIMPLE,03/27/2014,05/27/2014,67000000,56636692.15,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,CAMARGO,BANOBRAS,CRÉDITO SIMPLE,03/31/2014,05/27/2014,21000000,15272727.3,31,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,HIDALGO DEL PARRAL,BANOBRAS,CRÉDITO SIMPLE,03/31/2014,05/28/2014,70000000,48695652.18,31,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CAMPECHE,CARMEN,INTERACCIONES,CRÉDITO SIMPLE,04/29/2014,05/29/2014,241000000,217344521.71,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,AMATITÁN,BANOBRAS,CRÉDITO SIMPLE,05/15/2014,05/29/2014,5700000,5115384.6,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,03/12/2014,06/02/2014,957755570.35,910530089.927922,132,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
BAJA CALIFORNIA,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,05/28/2014,06/03/2014,2100000000,2100000000,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,BÁCUM,INTERACCIONES,CRÉDITO SIMPLE,05/12/2014,06/05/2014,18200000,17338845,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ALTOTONGA,BANOBRAS,CRÉDITO SIMPLE,05/22/2014,06/10/2014,45636999.49,33129037.53,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLACOLULAN,BANOBRAS,CRÉDITO SIMPLE,05/22/2014,06/10/2014,7109999.64,5164316.38,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ATZALAN,BANOBRAS,CRÉDITO SIMPLE,05/23/2014,06/10/2014,41025999.43,29776813.24,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,IGNACIO DE LA LLAVE,BANOBRAS,CRÉDITO SIMPLE,05/22/2014,06/10/2014,10880999.41,7903365.18,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ATZACAN,BANOBRAS,CRÉDITO SIMPLE,05/26/2014,06/10/2014,13046999.63,9476629.75,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,PUENTE NACIONAL,BANOBRAS,CRÉDITO SIMPLE,05/22/2014,06/10/2014,8167999.06,5942789.51,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
OAXACA,SANTA CATARINA JUQUILA,BANOBRAS,CRÉDITO SIMPLE,05/21/2014,06/10/2014,14342999.28,7273666.17,28,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,HUATUSCO,BANOBRAS,CRÉDITO SIMPLE,05/26/2014,06/10/2014,26833999.39,19476210.18,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ALTO LUCERO DE GUTIÉRREZ BARRIOS,BANOBRAS,CRÉDITO SIMPLE,05/23/2014,06/10/2014,12535999.49,9105467.08,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLALNELHUAYOCAN,BANOBRAS,CRÉDITO SIMPLE,05/23/2014,06/10/2014,6444999.63,4681296.61,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,IXTACZOQUITLÁN,BANOBRAS,CRÉDITO SIMPLE,05/23/2014,06/10/2014,23223999.67,16868648.12,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CASTILLO DE TEAYO,BANOBRAS,CRÉDITO SIMPLE,05/26/2014,06/10/2014,14507999.66,10537820.56,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CUITLÁHUAC,BANOBRAS,CRÉDITO SIMPLE,05/22/2014,06/10/2014,10258999.66,7451578.45,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
MÉXICO,SAN MATEO ATENCO,BANOBRAS,CRÉDITO SIMPLE,05/29/2014,06/11/2014,6300000,1852941.12,19,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,06/05/2014,06/13/2014,1730000000,1690747888.53,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,LAS VIGAS DE RAMÍREZ,BANOBRAS,CRÉDITO SIMPLE,05/29/2014,06/16/2014,9886999.32,7181377.67,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ZACUALPÁN,BANOBRAS,CRÉDITO SIMPLE,05/29/2014,06/16/2014,11654999.64,8465556.77,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,BANDERILLA,BANOBRAS,CRÉDITO SIMPLE,05/29/2014,06/16/2014,4512998.858,3282741.79,40,APORTACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,ROSALES,BANOBRAS,CRÉDITO SIMPLE,02/18/2014,06/18/2014,3000000,1777777.79,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,GALEANA,BANOBRAS,CRÉDITO SIMPLE,04/15/2014,06/20/2014,1000000,592592.56,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,SANTA BARBARA,BANOBRAS,CRÉDITO SIMPLE,02/12/2014,06/20/2014,1000000,615384.6,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,MANUEL BENAVIDES,BANOBRAS,CRÉDITO SIMPLE,02/17/2014,06/20/2014,1000000,615384.6,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,MORIS,BANOBRAS,CRÉDITO SIMPLE,02/21/2014,06/20/2014,6100000,3614814.77,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIHUAHUA,OJINAGA,BANOBRAS,CRÉDITO SIMPLE,02/27/2014,06/20/2014,18000000,10666666.63,32,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SONORA,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,06/16/2014,06/20/2014,2040000000,2017249942.68,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
ZACATECAS,GUADALUPE,BANSI,CRÉDITO SIMPLE,06/09/2014,06/20/2014,180000000,179700000,144,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,BANSI,CRÉDITO SIMPLE,05/29/2014,06/23/2014,200000000,37500000,16,INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,BANSI,CRÉDITO SIMPLE,06/02/2014,06/23/2014,50000000,4615384.7,16,INGRESOS PROPIOS,INVERSIÓN PÚBLICA PRODUCTIVA
